TITLE = PROPERTIES
VARIABLES=X,Y,Z,U,V,W,PRES,DEN,TEM,MACH,QUAL H2O       AIR       
ZONE I=   11 J=    8 K=    8 F=BLOCK
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
   0.100000E+01   0.100000E+01   0.100000E+01   0.100000E+01
ZONE I=   11 J=    3 K=   13 F=BLOCK
  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01  -0.126288E-01
  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02  -0.244194E-02
   0.000000E+00  -0.153600E-01  -0.151709E-01  -0.146082E-01  -0.136859E-01
  -0.124265E-01  -0.108612E-01  -0.902838E-02  -0.697329E-02  -0.474650E-02
  -0.240283E-02   0.000000E+00  -0.151100E-01  -0.149240E-01  -0.143705E-01
  -0.134631E-01  -0.122243E-01  -0.106844E-01  -0.888144E-02  -0.685980E-02
  -0.466925E-02  -0.236372E-02   0.000000E+00  -0.156100E-01  -0.154178E-01
  -0.148460E-01  -0.139086E-01  -0.126288E-01  -0.110379E-01  -0.917533E-02
  -0.708679E-02  -0.482376E-02  -0.244194E-02   0.000000E+00  -0.153600E-01
  -0.151709E-01  -0.146082E-01  -0.136859E-01  -0.124265E-01  -0.108612E-01
  -0.902838E-02  -0.697329E-02  -0.474650E-02  -0.240283E-02   0.000000E+00
  -0.151100E-01  -0.149240E-01  -0.143705E-01  -0.134631E-01  -0.122243E-01
  -0.106844E-01  -0.888144E-02  -0.685980E-02  -0.466925E-02  -0.236372E-02
   0.000000E+00  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01
  -0.126288E-01  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02
  -0.244194E-02   0.000000E+00  -0.153600E-01  -0.151709E-01  -0.146082E-01
  -0.136859E-01  -0.124265E-01  -0.108612E-01  -0.902838E-02  -0.697329E-02
  -0.474650E-02  -0.240283E-02   0.000000E+00  -0.151100E-01  -0.149240E-01
  -0.143705E-01  -0.134631E-01  -0.122243E-01  -0.106844E-01  -0.888144E-02
  -0.685980E-02  -0.466925E-02  -0.236372E-02   0.000000E+00  -0.156100E-01
  -0.154178E-01  -0.148460E-01  -0.139086E-01  -0.126288E-01  -0.110379E-01
  -0.917533E-02  -0.708679E-02  -0.482376E-02  -0.244194E-02   0.000000E+00
  -0.153600E-01  -0.151709E-01  -0.146082E-01  -0.136859E-01  -0.124265E-01
  -0.108612E-01  -0.902838E-02  -0.697329E-02  -0.474650E-02  -0.240283E-02
   0.000000E+00  -0.151100E-01  -0.149240E-01  -0.143705E-01  -0.134631E-01
  -0.122243E-01  -0.106844E-01  -0.888144E-02  -0.685980E-02  -0.466925E-02
  -0.236372E-02   0.000000E+00  -0.156100E-01  -0.154178E-01  -0.148460E-01
  -0.139086E-01  -0.126288E-01  -0.110379E-01  -0.917533E-02  -0.708679E-02
  -0.482376E-02  -0.244194E-02   0.000000E+00  -0.153600E-01  -0.151709E-01
  -0.146082E-01  -0.136859E-01  -0.124265E-01  -0.108612E-01  -0.902838E-02
  -0.697329E-02  -0.474650E-02  -0.240283E-02   0.000000E+00  -0.151100E-01
  -0.149240E-01  -0.143705E-01  -0.134631E-01  -0.122243E-01  -0.106844E-01
  -0.888144E-02  -0.685980E-02  -0.466925E-02  -0.236372E-02   0.000000E+00
  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01  -0.126288E-01
  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02  -0.244194E-02
   0.000000E+00  -0.153600E-01  -0.151709E-01  -0.146082E-01  -0.136859E-01
  -0.124265E-01  -0.108612E-01  -0.902838E-02  -0.697329E-02  -0.474650E-02
  -0.240283E-02   0.000000E+00  -0.151100E-01  -0.149240E-01  -0.143705E-01
  -0.134631E-01  -0.122243E-01  -0.106844E-01  -0.888144E-02  -0.685980E-02
  -0.466925E-02  -0.236372E-02   0.000000E+00  -0.156100E-01  -0.154178E-01
  -0.148460E-01  -0.139086E-01  -0.126288E-01  -0.110379E-01  -0.917533E-02
  -0.708679E-02  -0.482376E-02  -0.244194E-02   0.000000E+00  -0.153600E-01
  -0.151709E-01  -0.146082E-01  -0.136859E-01  -0.124265E-01  -0.108612E-01
  -0.902838E-02  -0.697329E-02  -0.474650E-02  -0.240283E-02   0.000000E+00
  -0.151100E-01  -0.149240E-01  -0.143705E-01  -0.134631E-01  -0.122243E-01
  -0.106844E-01  -0.888144E-02  -0.685980E-02  -0.466925E-02  -0.236372E-02
   0.000000E+00  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01
  -0.126288E-01  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02
  -0.244194E-02   0.000000E+00  -0.153600E-01  -0.151709E-01  -0.146082E-01
  -0.136859E-01  -0.124265E-01  -0.108612E-01  -0.902838E-02  -0.697329E-02
  -0.474650E-02  -0.240283E-02   0.000000E+00  -0.151100E-01  -0.149240E-01
  -0.143705E-01  -0.134631E-01  -0.122243E-01  -0.106844E-01  -0.888144E-02
  -0.685980E-02  -0.466925E-02  -0.236372E-02   0.000000E+00  -0.156100E-01
  -0.154178E-01  -0.148460E-01  -0.139086E-01  -0.126288E-01  -0.110379E-01
  -0.917533E-02  -0.708679E-02  -0.482376E-02  -0.244194E-02   0.000000E+00
  -0.153600E-01  -0.151709E-01  -0.146082E-01  -0.136859E-01  -0.124265E-01
  -0.108612E-01  -0.902838E-02  -0.697329E-02  -0.474650E-02  -0.240283E-02
   0.000000E+00  -0.151100E-01  -0.149240E-01  -0.143705E-01  -0.134631E-01
  -0.122243E-01  -0.106844E-01  -0.888144E-02  -0.685980E-02  -0.466925E-02
  -0.236372E-02   0.000000E+00  -0.156100E-01  -0.154178E-01  -0.148460E-01
  -0.139086E-01  -0.126288E-01  -0.110379E-01  -0.917533E-02  -0.708679E-02
  -0.482376E-02  -0.244194E-02   0.000000E+00  -0.153600E-01  -0.151709E-01
  -0.146082E-01  -0.136859E-01  -0.124265E-01  -0.108612E-01  -0.902838E-02
  -0.697329E-02  -0.474650E-02  -0.240283E-02   0.000000E+00  -0.151100E-01
  -0.149240E-01  -0.143705E-01  -0.134631E-01  -0.122243E-01  -0.106844E-01
  -0.888144E-02  -0.685980E-02  -0.466925E-02  -0.236372E-02   0.000000E+00
  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01  -0.126288E-01
  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02  -0.244194E-02
   0.000000E+00  -0.153600E-01  -0.151709E-01  -0.146082E-01  -0.136859E-01
  -0.124265E-01  -0.108612E-01  -0.902838E-02  -0.697329E-02  -0.474650E-02
  -0.240283E-02   0.000000E+00  -0.151100E-01  -0.149240E-01  -0.143705E-01
  -0.134631E-01  -0.122243E-01  -0.106844E-01  -0.888144E-02  -0.685980E-02
  -0.466925E-02  -0.236372E-02   0.000000E+00  -0.156100E-01  -0.154178E-01
  -0.148460E-01  -0.139086E-01  -0.126288E-01  -0.110379E-01  -0.917533E-02
  -0.708679E-02  -0.482376E-02  -0.244194E-02   0.000000E+00  -0.153600E-01
  -0.151709E-01  -0.146082E-01  -0.136859E-01  -0.124265E-01  -0.108612E-01
  -0.902838E-02  -0.697329E-02  -0.474650E-02  -0.240283E-02   0.000000E+00
  -0.151100E-01  -0.149240E-01  -0.143705E-01  -0.134631E-01  -0.122243E-01
  -0.106844E-01  -0.888144E-02  -0.685980E-02  -0.466925E-02  -0.236372E-02
   0.000000E+00  -0.156100E-01  -0.154178E-01  -0.148460E-01  -0.139086E-01
  -0.126288E-01  -0.110379E-01  -0.917533E-02  -0.708679E-02  -0.482376E-02
